Category,Facility Name,Name (Marathi),Amenity,Operator,Phone,Address,Dist.Dam(km),Pip Flooded?,Pip Depth(m),Pip Arrival(h),Pip Evac,Pip Evac Window,Ovt Flooded?,Ovt Depth(m),Ovt Arrival(h),Ovt Evac,Ovt Evac Window
Water Well,Water Well — Khuttewadi — Khuttewadi — Khuttewadi,—,—,—,—,—,8.651,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Khuttewadi — Khuttewadi — Khuttewadi,—,—,—,—,—,8.658,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Khuttewadi — Khuttewadi — Khuttewadi,—,—,—,—,—,8.658,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Khuttewadi — Khuttewadi — Khuttewadi,—,—,—,—,—,8.658,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,8.658,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,8.663,True,2.495,5.157,P3,4–6 hours,True,4.357,1.903,P1,0 to 2 hour
Water Well,Water Well,—,—,—,—,—,8.686,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,8.686,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,8.717,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,8.717,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,8.812,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,9.083,True,6.533,5.262,P3,4–6 hours,True,8.261,1.976,P1,0 to 2 hour
Water Well,Water Well — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,9.111,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.144,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,9.144,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.144,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,9.154,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,9.173,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,9.173,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.173,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.441,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.457,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.457,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,9.457,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.457,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,9.457,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,9.473,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.473,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.473,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.473,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.473,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.473,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.485,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Dhamgaon(Dumala) — Dhamgaon(Dumala) — Dhamgaon(Dumala),—,—,—,—,—,9.485,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,9.485,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Sarjapur — Sarjapur — Sarjapur,—,—,—,—,—,10.177,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Sarjapur — Sarjapur — Sarjapur,—,—,—,—,—,10.43,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Sarjapur — Sarjapur — Sarjapur,—,—,—,—,—,10.43,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Sarjapur — Sarjapur — Sarjapur,—,—,—,—,—,10.493,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — virag — virag — virag,—,—,—,—,—,10.493,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,11.358,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,11.776,True,6.325,5.919,P3,4–6 hours,True,8.905,2.266,P2,2–4 hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,11.79,True,6.325,5.922,P3,4–6 hours,True,8.809,2.262,P2,2–4 hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,11.802,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,11.992,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.031,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,12.043,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.068,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.078,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.092,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.092,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.092,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.113,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.113,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.113,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.113,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.113,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.113,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.113,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.113,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.113,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.131,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.131,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.131,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.131,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.131,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.131,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.131,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.131,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Raleras — Raleras — Raleras,—,—,—,—,—,12.131,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,12.375,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,12.901,False,,,P5,8+ hours,True,2.301,2.577,P2,2–4 hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,13.403,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,13.539,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Sasure — Sasure — Sasure,—,—,—,—,—,13.804,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,14.158,False,,,P5,8+ hours,False,,,P5,8+ hours
Primary Health Centre (PHC),"PHC, Vairag — Vairag — Vairag — Vairag",—,—,—,—,Vairag,14.197,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.197,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Ladole — Ladole — Ladole,—,—,—,—,—,14.197,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,14.197,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Ladole — Ladole — Ladole,—,—,—,—,—,14.197,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.197,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Ladole — Ladole — Ladole,—,—,—,—,—,14.197,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.197,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.215,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.239,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — virag — virag — virag,—,—,—,—,—,14.239,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,14.239,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Sasure — Sasure — Sasure,—,—,—,—,—,14.914,True,2.198,6.922,P4,6–8 hours,True,3.878,2.908,P2,2–4 hours
Bridge,Bridge — Sasure — Sasure — Sasure,—,—,—,—,—,15.743,False,,,P5,8+ hours,True,1.154,3.226,P2,2–4 hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,16.132,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,16.132,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,16.132,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well — Vairag — Vairag — Vairag,—,—,—,—,—,16.132,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,16.132,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.159,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,16.159,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.159,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.159,False,,,P5,8+ hours,False,,,P5,8+ hours
Electricity Substation,Vairag 220/33 KV ss — Vairag — Vairag — Vairag,—,—,—,—,—,16.159,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Water Well,Water Well,—,—,—,—,—,16.183,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.591,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.607,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.607,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.623,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.623,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.623,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Vairag — Vairag — Vairag,—,—,—,—,—,16.623,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.623,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.623,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.623,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge,—,—,—,—,—,16.623,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Dahithane — Dahithane — Dahithane,—,—,—,—,—,17.461,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Raleras — Raleras — Raleras,—,—,—,—,—,19.233,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Mungshi — Mungshi — Mungshi,—,—,—,—,—,19.31,False,,,P5,8+ hours,False,,,P5,8+ hours
Bridge,Bridge — Waluj — Waluj — Waluj,—,—,—,—,—,23.824,True,3.679,9.416,P5,8+ hours,True,6.172,4.236,P3,4–6 hours
